,District,Block,CultLand,CropCultLand,CropTillageDepth,CropEstMethod,SeedlingsPerPit,TransplantingIrrigationHours,TransplantingIrrigationSource,TransplantingIrrigationPowerSource,TransIrriCost,StandingWater,Ganaura,CropOrgFYM,PCropSolidOrgFertAppMethod,NoFertilizerAppln,BasalDAP,BasalUrea,MineralFertAppMethod,1tdUrea,1appDaysUrea,2tdUrea,2appDaysUrea,MineralFertAppMethod.1,Harv_method,Harv_hand_rent,Threshing_method,Residue_length,Residue_perc,Stubble_use,Acre,CropTillageDateYear,CropTillageDateDayOfYearSin,CropTillageDateDayOfYearCos,RcNursEstDateYear,RcNursEstDateDayOfYearSin,RcNursEstDateDayOfYearCos,SeedingSowingTransplantingYear,SeedingSowingTransplantingDayOfYearSin,SeedingSowingTransplantingDayOfYearCos,Harv_dateYear,Harv_dateDayOfYearSin,Harv_dateDayOfYearCos,Threshing_dateYear,Threshing_dateDayOfYearSin,Threshing_dateDayOfYearCos,Yield,LandPreparationMethod,NursDetFactor,TransDetFactor,OrgFertilizers,CropbasalFerts,FirstTopDressFert
163,Jamui,Jamui,30.0,30.0,4.0,Manual_PuddledRandom,2.0,2.0,Boring,Electric,400.0,2.0,500.0,1.0,SoilApplied,3.0,2.0,2.0,Broadcasting,2.0,25.0,2.0,45.0,Broadcasting,hand,200.0,machine,25.0,10.0,plowed_in_soil,0.13636363636364,2022.0,-0.2303056702306119,-0.973118337233262,2022.0,0.2802306751992158,-0.9549667548552552,2022.0,-0.4405187843504952,-0.9051931898913976,2022.0,-0.780295851070776,0.7383263540031063,2022.0,-0.7116566222817751,0.7025274741691566,400.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability RainArrival SeedlingAge,Ganaura,Urea,Urea
164,Nalanda,Rajgir,20.0,20.0,4.0,Manual_PuddledRandom,2.0,8.0,Boring,Electric,400.0,2.0,,,SoilApplied,2.0,5.0,5.0,Broadcasting,25.0,45.0,,,Broadcasting,hand,100.0,machine,25.0,10.0,plowed_in_soil,0.09090909090909,2022.0,0.3617137307297676,-0.9322892131745134,2022.0,0.025818440227133,-0.9996666485105112,2022.0,-0.4711595076738639,-0.8820480249558535,2022.0,-0.8498170915275277,0.5270777086423724,2022.0,-0.8996308696522434,0.6518989958787125,900.0,FourWheelTracRotavator,IrrigWaterAvailability PreMonsoonShowers,IrrigWaterAvailability RainArrival SeedlingAge,,Urea,Urea
165,Nalanda,Rajgir,20.0,20.0,3.0,Manual_PuddledRandom,2.0,3.0,Boring,Electric,120.0,1.0,,,Broadcasting,2.0,20.0,,Broadcasting,20.0,45.0,,,Broadcasting,hand,90.0,hand,27.0,10.0,plowed_in_soil,0.25,2022.0,-0.3456123126707333,-0.973118337233262,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.3294084822245302,-0.9646141756912436,2022.0,-0.7469720876965551,0.8239230057575536,2022.0,-0.0344216116227458,0.9976303053065856,780.0,FourWheelTracRotavator,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,,Urea
166,Vaishali,Mahua,10.0,10.0,5.0,Manual_PuddledRandom,2.0,4.0,Boring,Diesel,200.0,3.0,5.0,,SoilApplied,3.0,12.0,12.0,Broadcasting,12.0,25.0,,,Broadcasting,hand,1200.0,machine,30.0,10.0,plowed_in_soil,0.18181818181818,2022.0,-0.4250003399695539,-0.9051931898913976,2022.0,0.0086069968886886,-0.9999629591162656,2022.0,-0.4250003399695539,-0.9051931898913976,2022.0,-0.8115390590073611,0.6118864012687242,2022.0,-0.9141279881853336,0.7383263540031063,8.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,,RainArrival SeedlingAge,Ganaura,Urea,Urea
167,Jamui,Jamui,15.0,15.0,5.0,Manual_PuddledRandom,1.0,5.0,Boring,Electric,100.0,,,,,2.0,10.0,10.0,Broadcasting,10.0,12.0,,,Broadcasting,machine,,machine,25.0,10.0,plowed_in_soil,0.13636363636364,2022.0,-0.1116590071216944,-0.9970011699250152,2022.0,-0.008606996888688,-0.9999629591162656,2022.0,-0.3131070409358267,-0.9123747579707274,2022.0,-0.6744436188329457,0.6387494220515268,2022.0,-0.6744436188329457,0.8609610158889945,800.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
168,Jamui,Khaira,15.0,15.0,5.0,Manual_PuddledRandom,2.0,2.0,Boring,Electric,175.0,3.0,1.0,,SoilApplied,1.0,,,Broadcasting,,,,,,hand,300.0,hand,24.0,10.0,plowed_in_soil,0.1481481481481,2022.0,0.3456123126707335,-0.9383773917408642,2022.0,0.440518784350495,-0.9441875088341992,2022.0,-0.4093559588156211,-0.9646141756912436,2022.0,-0.99167731989929,0.7829801036770625,2023.0,0.255353295116187,0.7146733860429608,480.0,TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,NPKS Other Urea
169,Jamui,Jamui,15.0,10.0,4.0,Manual_PuddledRandom,1.0,2.0,Boring,Electric,,3.0,2.0,,SoilApplied,2.0,10.0,,Broadcasting,10.0,26.0,,,Broadcasting,hand,90.0,machine,28.0,10.0,plowed_in_soil,0.3125,2022.0,-0.3456123126707333,-0.9497178427914316,2022.0,0.1116590071216951,-0.9970011699250152,2022.0,-0.5012418134457756,-0.8653072543632061,2022.0,-0.9455963874271428,0.5560174366570446,2023.0,-0.0688024268023206,0.7025274741691566,10.0,TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,Urea
170,Nalanda,Rajgir,8.0,8.0,5.0,Manual_PuddledRandom,1.0,3.0,Boring,Electric,240.0,2.0,,,SoilApplied,2.0,5.0,5.0,Broadcasting,5.0,4.0,,,Broadcasting,hand,600.0,machine,28.0,10.0,plowed_in_soil,0.18181818181818,2022.0,0.1116590071216951,-0.9955213724144752,2022.0,-0.0430222330045303,-0.99907411510223,2022.0,-0.4405187843504952,-0.8977433935342336,2022.0,-0.5380051715382992,0.8695893893466109,2023.0,-0.661634618242279,0.935367949313148,1500.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability,IrrigWaterAvailability LaborAvailability SeedlingAge,,Urea,Urea
171,Vaishali,Mahua,10.0,10.0,3.0,Manual_PuddledRandom,1.0,2.0,Boring,Electric,400.0,2.0,,,SoilApplied,2.0,10.0,,Broadcasting,10.0,35.0,,,Broadcasting,hand,600.0,machine,25.0,10.0,plowed_in_soil,0.3125,2022.0,-0.3777079652039646,-0.92592477719385,2022.0,0.1797665857255624,-0.986657932891657,2022.0,-0.4093559588156211,-0.9383773917408642,2022.0,-0.5808002734538014,0.8695893893466109,2022.0,-0.3536761221763721,0.935367949313148,400.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,,Urea
172,Nalanda,Rajgir,25.0,25.0,4.0,Manual_PuddledRandom,2.0,3.0,Boring,Electric,400.0,2.0,,,,3.0,8.0,,Broadcasting,8.0,35.0,,,Broadcasting,hand,200.0,machine,25.0,10.0,plowed_in_soil,0.25,2022.0,-0.3456123126707333,-0.9383773917408642,2022.0,0.1966728897935764,-0.938377391740864,2022.0,-0.655156357209085,-0.828770087174504,2022.0,-0.8214765533024145,0.6387494220515268,2022.0,-0.2386727660059499,0.6387494220515268,320.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,,Urea
173,Nalanda,Rajgir,15.0,10.0,4.0,Manual_PuddledRandom,1.0,5.0,Boring,Electric,200.0,1.0,4.0,,SoilApplied,2.0,10.0,10.0,Broadcasting,10.0,25.0,,,Broadcasting,hand,120.0,hand,26.0,10.0,plowed_in_soil,0.25,2022.0,-0.0258184402271323,-0.99907411510223,2022.0,0.3617137307297676,-0.9322892131745132,2022.0,-0.5012418134457756,-0.8738071036110807,2022.0,-0.3536761221763721,0.3253420847119795,2022.0,-0.2719581575341052,0.749826401204568,325.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,Urea,Urea
174,Jamui,Jamui,30.0,30.0,4.0,Manual_PuddledRandom,2.0,3.0,Boring,Electric,200.0,3.0,4.0,,Broadcasting,2.0,,,Broadcasting,2.0,25.0,,,Broadcasting,hand,300.0,machine,30.0,10.0,plowed_in_soil,0.5,2022.0,-0.0945367498171993,-0.9955213724144752,2022.0,0.2303056702306122,-0.9497178427914316,2022.0,-0.4250003399695539,-0.9051931898913976,2022.0,-0.6744436188329457,0.6387494220515268,2023.0,-0.154308820664281,0.9880226656636976,240.0,TractorPlough,,,Ganaura,,Urea
175,Nalanda,Rajgir,25.0,20.0,4.0,Manual_PuddledRandom,2.0,4.0,Boring,Electric,300.0,4.0,,,SoilApplied,3.0,10.0,10.0,Broadcasting,10.0,35.0,,,Broadcasting,hand,1200.0,hand,30.0,10.0,plowed_in_soil,0.25,2022.0,-0.3456123126707333,-0.9441875088341994,2022.0,0.1966728897935764,-0.973118337233262,2022.0,-0.3935902766564664,-0.92592477719385,2022.0,-0.594726686960764,0.2428497220959358,2023.0,-0.4171936026123169,0.935367949313148,600.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,,Urea
176,Nalanda,Rajgir,3.0,3.0,5.0,Manual_PuddledRandom,2.0,3.0,Boring,Electric,150.0,2.0,500.0,,SoilApplied,3.0,4.0,,Broadcasting,3.0,43.0,2.0,70.0,Broadcasting,hand,90.0,machine,30.0,10.0,plowed_in_soil,0.625,2022.0,-0.3456123126707333,-0.9383773917408642,2022.0,0.2470221804809355,-0.9690098257244064,2022.0,-0.5160623910158526,-0.7775971469736268,2022.0,-0.970063921851507,0.4054257283599973,2023.0,-0.9455963874271428,0.9821256058680006,160.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,Urea
177,Jamui,Khaira,10.0,10.0,4.0,Manual_PuddledRandom,2.0,1.0,Boring,Electric,200.0,5.0,,,,3.0,10.0,10.0,Broadcasting,10.0,30.0,,,Broadcasting,hand,100.0,machine,21.0,10.0,plowed_in_soil,0.1363636363636364,2022.0,-0.3777079652039646,-0.9383773917408642,2022.0,0.2303056702306122,-0.980469160361632,2022.0,-0.2802306751992161,-0.9599326896597444,2022.0,-0.5380051715382992,0.4366512319560638,2022.0,-0.2719581575341052,0.9821256058680006,350.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
178,Nalanda,Rajgir,8.0,8.0,4.0,Manual_PuddledRandom,2.0,5.0,Boring,Electric,900.0,2.0,1.0,,SoilApplied,2.0,8.0,,Broadcasting,8.0,30.0,,,Broadcasting,hand,500.0,machine,25.0,10.0,plowed_in_soil,0.3125,2022.0,0.2802306751992158,-0.9599326896597444,2022.0,0.025818440227133,-0.9996666485105112,2022.0,-0.4093559588156211,-0.9123747579707274,2022.0,-0.594726686960764,0.6387494220515268,2022.0,-0.7909456567567774,0.749826401204568,300.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,Urea
179,Vaishali,Mahua,15.0,15.0,4.0,Manual_PuddledRandom,4.0,5.0,Boring,Electric,300.0,1.0,,,SoilApplied,2.0,12.0,12.0,Broadcasting,12.0,45.0,,,Broadcasting,hand,750.0,hand,25.0,10.0,plowed_in_soil,0.13636363636364,2022.0,0.1116590071216951,-0.993746580436178,2022.0,0.0086069968886886,-0.9999629591162656,2022.0,-0.3777079652039646,-0.9123747579707274,2022.0,-0.5808002734538014,0.8140460935082175,2022.0,0.3536761221763716,0.935367949313148,980.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,Urea,Urea
180,Gaya,Gurua,10.0,10.0,4.0,Manual_PuddledRandom,1.0,5.0,Boring,Electric,180.0,4.0,,,Broadcasting,2.0,10.0,10.0,Broadcasting,10.0,25.0,,,Broadcasting,hand,120.0,hand,26.0,10.0,plowed_in_soil,0.09090909090909,2022.0,-0.3617137307297674,-0.9322892131745134,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.5012418134457756,-0.8653072543632061,2022.0,-0.5808002734538014,0.6118864012687242,2023.0,0.0344216116227457,0.9998518392091162,360.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,,Urea
181,Jamui,Jamui,30.0,30.0,5.0,Manual_PuddledRandom,3.0,2.0,Boring,Electric,,,,,SoilApplied,2.0,15.0,15.0,Broadcasting,15.0,30.0,,63.0,Broadcasting,hand,150.0,hand,25.0,10.0,plowed_in_soil,0.375,2022.0,-0.3935902766564664,-0.9192859697186104,2022.0,0.025818440227133,-0.99907411510223,2022.0,-0.3456123126707333,-0.9192859697186104,2022.0,-0.594726686960764,0.5702422926917867,2023.0,0.1031016974474348,0.9821256058680006,480.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,Urea,Urea
182,Vaishali,Mahua,40.0,40.0,4.0,Manual_PuddledRandom,4.0,2.0,Boring,Electric,150.0,2.0,4.0,1.0,Broadcasting,3.0,16.0,,Broadcasting,16.0,32.0,16.0,60.0,Broadcasting,hand,800.0,hand,26.0,10.0,plowed_in_soil,0.18181818181818,2022.0,-0.3617137307297674,-0.9769384927771816,2022.0,0.1966728897935764,-0.980469160361632,2022.0,-0.5160623910158526,-0.8565509959010037,2022.0,-0.858763958275803,0.7721565844991641,2022.0,-0.661634618242279,0.9623090774541486,800.0,TractorPlough,IrrigWaterAvailability LabourAvailability SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,Urea
183,Vaishali,Mahua,10.0,10.0,4.0,Manual_PuddledRandom,2.0,3.0,Boring,Diesel,300.0,3.0,1.0,5.0,SoilApplied,1.0,10.0,,Broadcasting,,,,,Broadcasting,hand,130.0,hand,25.0,10.0,plowed_in_soil,0.13636363636364,2022.0,-0.1966728897935762,-0.980469160361632,2022.0,0.2303056702306122,-0.938377391740864,2022.0,-0.5595892624101763,-0.8653072543632061,2022.0,-0.6870527672236675,0.6387494220515268,2022.0,-0.7116566222817751,0.7025274741691566,180.0,FourWheelTracRotavator TractorPlough,,,Ganaura,,
184,Nalanda,Rajgir,25.0,25.0,4.0,Manual_PuddledRandom,3.0,5.0,Boring,Electric,150.0,2.0,,,SoilApplied,2.0,20.0,,Broadcasting,20.0,25.0,,,Broadcasting,hand,400.0,machine,25.0,10.0,plowed_in_soil,0.25,2022.0,0.3777079652039649,-0.9123747579707274,2022.0,0.077386479233463,-0.993746580436178,2022.0,-0.3935902766564664,-0.9192859697186104,2022.0,-0.7236440382959123,0.8609610158889945,2022.0,-0.0172133561558352,0.9905324521322229,300.0,TractorPlough,,,,,Urea
185,Vaishali,Mahua,20.0,20.0,4.0,Manual_PuddledRandom,4.0,1.0,Boring,Electric,200.0,2.0,2.0,3.0,Broadcasting,2.0,10.0,10.0,Broadcasting,10.0,30.0,,,Broadcasting,hand,500.0,hand,30.0,10.0,plowed_in_soil,0.2592592592592592,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,0.2135209154397961,-0.986657932891657,2022.0,-0.4093559588156211,-0.9497178427914316,2022.0,-0.8498170915275277,0.2428497220959358,2022.0,-0.7116566222817751,0.6518989958787125,240.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability RainArrival SeedlingAge,Ganaura,Urea,Urea
186,Jamui,Jamui,10.0,10.0,4.0,Manual_PuddledRandom,2.0,5.0,Boring,Electric,400.0,2.0,,,SoilApplied,2.0,,20.0,Broadcasting,15.0,15.0,,,Broadcasting,hand,150.0,hand,25.0,10.0,plowed_in_soil,0.22727272727273,2022.0,-0.0258184402271323,-0.9996666485105112,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,-0.8214765533024145,0.6387494220515268,2022.0,-0.3536761221763721,0.9623090774541488,1350.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,,Urea
187,Nalanda,Noorsarai,20.0,20.0,4.0,Manual_PuddledRandom,2.0,4.0,Boring,Electric,250.0,2.0,,,,2.0,20.0,,Broadcasting,20.0,42.0,,,Broadcasting,hand,,machine,26.0,10.0,plowed_in_soil,0.09090909090909,2022.0,-0.3294084822245302,-0.9123747579707274,2022.0,0.0086069968886886,-0.9999629591162656,2022.0,-0.3935902766564664,-0.92592477719385,2022.0,-0.8214765533024145,0.5702422926917867,2022.0,0.2553532951161881,0.9158642882672872,525.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability LabourAvailability SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,,Urea
188,Gaya,Gurua,13.0,10.0,4.0,Manual_PuddledRandom,4.0,5.0,Boring,Diesel,80.0,3.0,,,,2.0,10.0,10.0,Broadcasting,10.0,25.0,10.0,65.0,Broadcasting,hand,80.0,hand,30.0,10.0,plowed_in_soil,0.22727272727273,2022.0,-0.1116590071216944,-0.9955213724144752,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.1966728897935762,-0.9441875088341994,2022.0,-0.5808002734538014,0.8695893893466109,2022.0,-0.2553532951161881,0.9711000518829505,200.0,TractorPlough WetTillagePuddling,IrrigWaterAvailability SeedAvailability,IrrigWaterAvailability RainArrival,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
189,Nalanda,Rajgir,2.0,2.0,4.0,Manual_PuddledRandom,2.0,3.0,Boring,Electric,500.0,2.0,,,SoilApplied,2.0,3.0,3.0,Broadcasting,3.0,25.0,,,Broadcasting,hand,200.0,hand,24.0,10.0,plowed_in_soil,0.15625,2022.0,-0.1116590071216944,-0.99167731989929,2022.0,0.1116590071216951,-0.9970011699250152,2022.0,-0.3131070409358267,-0.9497178427914316,2022.0,-0.8214765533024145,0.7611042586607742,2023.0,-0.4482293417404106,0.9668478136052772,240.0,FourWheelTracRotavator TractorPlough,,,,,Urea
190,Nalanda,Rajgir,5.0,5.0,4.0,Manual_PuddledRandom,4.0,8.0,Boring,Electric,300.0,5.0,,,Broadcasting,3.0,7.0,7.0,Broadcasting,7.0,24.0,,,Broadcasting,hand,900.0,hand,27.0,10.0,plowed_in_soil,0.4545454545454545,2022.0,-0.3294084822245302,-0.9441875088341994,2022.0,0.060213277365793,-0.9981855344718586,2022.0,-0.5452404385406507,-0.8382797052177745,2022.0,-0.8406184056344783,0.8140460935082175,2023.0,-0.5808002734538014,0.6648553979642867,250.0,TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,Urea,Urea
191,Vaishali,Mahua,20.0,15.0,3.0,Manual_PuddledRandom,2.0,3.0,Boring,Diesel,700.0,3.0,,,SoilApplied,2.0,,10.0,Broadcasting,10.0,28.0,,,Broadcasting,hand,600.0,hand,24.0,10.0,plowed_in_soil,0.3125,2022.0,-0.3456123126707333,-0.9383773917408642,2022.0,0.2303056702306122,-0.9497178427914316,2022.0,-0.5737722679043243,-0.8653072543632061,2022.0,-0.5808002734538014,0.6118864012687242,2022.0,-0.8214765533024145,0.1585593851031347,680.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability,IrrigWaterAvailability RainArrival SeedlingAge,,,Urea
192,Gaya,Gurua,8.0,8.0,4.0,Manual_PuddledRandom,1.0,2.0,Boring,Electric,140.0,2.0,,,SoilApplied,2.0,15.0,,Broadcasting,15.0,30.0,15.0,60.0,Broadcasting,hand,200.0,machine,30.0,10.0,plowed_in_soil,0.09090909090909,2022.0,-0.3456123126707333,-0.9383773917408642,2022.0,0.0086069968886886,-0.9999629591162656,2022.0,-0.2802306751992161,-0.9599326896597444,2022.0,-0.9973249731081556,0.7146733860429608,2022.0,-0.4014879892059737,0.935367949313148,1080.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,,Urea
193,Vaishali,Mahua,10.0,10.0,6.0,Manual_PuddledRandom,1.0,4.0,Boring,Electric,400.0,4.0,,,,2.0,,10.0,Broadcasting,10.0,43.0,,,Broadcasting,hand,400.0,machine,26.0,10.0,plowed_in_soil,0.21875,2022.0,-0.2802306751992161,-0.9549667548552552,2022.0,0.1116590071216951,-0.9970011699250152,2022.0,-0.2303056702306119,-0.973118337233262,2022.0,-0.5086709438521042,0.941317317512847,2022.0,-0.154308820664281,0.9852201067560606,200.0,TractorPlough WetTillagePuddling,LabourAvailability SeedAvailability,IrrigWaterAvailability SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
194,Gaya,Gurua,8.0,8.0,4.0,Manual_PuddledRandom,4.0,5.0,Boring,Electric,,2.0,,,,2.0,6.0,6.0,Broadcasting,6.0,25.0,,,Broadcasting,hand,,machine,28.0,40.0,plowed_in_soil,0.46875,2022.0,-0.3131070409358267,-0.9192859697186104,2022.0,-0.008606996888688,-0.9999629591162656,2022.0,-0.2636654927280072,-0.9646141756912436,2022.0,-0.4937755501599774,0.8695893893466109,2022.0,-0.1882267098432439,0.9787400799669153,960.0,TractorPlough,IrrigWaterAvailability SeedAvailability,IrrigWaterAvailability SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,Urea
195,Vaishali,Mahua,5.0,5.0,4.0,Manual_PuddledRandom,2.0,1.0,Boring,Electric,375.0,2.0,3.0,2.0,Broadcasting,3.0,4.0,,Broadcasting,4.0,40.0,4.0,60.0,Broadcasting,hand,1000.0,hand,30.0,10.0,plowed_in_soil,0.2272727272727273,2022.0,-0.2967128192734901,-0.9599326896597444,2022.0,0.1628070129385171,-0.9893142039703664,2022.0,-0.3777079652039646,-0.9123747579707274,2022.0,-0.622046748440868,0.8039279618328208,2022.0,-0.1202080448993527,0.9976303053065856,550.0,,LabourAvailability SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,Urea
196,Vaishali,Garoul,10.0,10.0,4.0,Manual_PuddledRandom,2.0,3.0,Boring,Electric,200.0,3.0,,1.0,SoilApplied,3.0,15.0,,Broadcasting,15.0,45.0,15.0,65.0,Broadcasting,hand,90.0,machine,27.0,10.0,plowed_in_soil,0.22727272727273,2022.0,-0.4250003399695539,-0.9599326896597444,2022.0,-0.0773864792334632,-0.9970011699250152,2022.0,-0.5160623910158526,-0.8977433935342336,2022.0,-0.3536761221763721,0.9413173175128472,2022.0,-0.1882267098432439,0.935367949313148,160.0,FourWheelTracRotavator TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,,,Urea
197,Nalanda,Rajgir,5.0,5.0,4.0,Manual_PuddledRandom,2.0,3.0,Boring,Electric,150.0,3.0,,,Broadcasting,3.0,8.0,8.0,Broadcasting,8.0,25.0,,,Broadcasting,hand,800.0,machine,30.0,10.0,plowed_in_soil,0.13636363636364,2022.0,0.025818440227133,-0.9996666485105112,2022.0,0.1116590071216951,-0.9970011699250152,2022.0,-0.3294084822245302,-0.9441875088341994,2022.0,-0.7116566222817751,0.5560174366570446,2022.0,-0.594726686960764,0.9413173175128472,402.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability,IrrigWaterAvailability SeedlingAge,,Urea,Urea
198,Jamui,Khaira,16.0,16.0,4.0,Manual_PuddledRandom,2.0,3.0,Boring,Electric,300.0,2.0,,,,1.0,12.0,6.0,Broadcasting,,,,,,hand,1600.0,hand,26.0,10.0,plowed_in_soil,0.3181818181818182,2022.0,-0.1966728897935762,-0.980469160361632,2022.0,0.0086069968886886,-0.9999629591162656,2022.0,-0.3777079652039646,-0.9497178427914316,2022.0,-0.5808002734538014,0.8140460935082175,2023.0,-0.1882267098432439,0.9413173175128472,1600.0,TractorPlough,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura Ghanajeevamrit PoultryManure Pranamrit VermiCompost,Urea,NPKS Other SSP Urea
199,Gaya,Gurua,30.0,30.0,4.0,Manual_PuddledRandom,1.0,5.0,Boring,Diesel,400.0,2.0,3.0,,Broadcasting,2.0,5.0,,Broadcasting,5.0,25.0,,,Broadcasting,hand,400.0,machine,25.0,10.0,plowed_in_soil,0.1111111111111111,2022.0,-0.3294084822245302,-0.9646141756912436,2022.0,0.0430222330045305,-0.99907411510223,2022.0,-0.4405187843504952,-0.8977433935342336,2022.0,-0.8013610881746769,0.6118864012687242,2023.0,0.3536761221763716,0.9088176373395028,375.0,FourWheelTracRotavator TractorPlough WetTillagePuddling,IrrigWaterAvailability LabourAvailability PreMonsoonShowers SeedAvailability,IrrigWaterAvailability LaborAvailability RainArrival SeedlingAge,Ganaura,,Urea
